,etext,author,book,url
2367,8489,samuel taylor coleridge,specimens of the table talk of samuel taylor coleridge,raw/8489/pg8489.txt.utf8
2368,3556,louis antoine fauvelet de bourrienne,memoirs of napoleon bonaparte  volume 06,raw/3556/pg3556.txt.utf8
2369,3560,louis antoine fauvelet de bourrienne,memoirs of napoleon bonaparte  volume 10,raw/3560/pg3560.txt.utf8
2370,36126,margaret van horn dwight,a journey to ohio in 1810 as recorded in the journal of margaret van horn dwight,raw/36126/pg36126.txt.utf8
2371,3563,louis antoine fauvelet de bourrienne,memoirs of napoleon bonaparte  volume 13,raw/3563/pg3563.txt.utf8
2372,3561,louis antoine fauvelet de bourrienne,memoirs of napoleon bonaparte  volume 11,raw/3561/pg3561.txt.utf8
2373,23490,percy hetherington fitzgerald,pickwickian studies,raw/23490/pg23490.txt.utf8
2374,40874,p g philip gilbert hamerton,wenderholme a story of lancashire and yorkshire,raw/40874/pg40874.txt.utf8
2375,40385,miriam coles harris,rutledge,raw/40385/pg40385.txt.utf8
2376,12348,miriam coles harris,richard vandermarck  a novel,raw/12348/pg12348.txt.utf8
2377,28225,william carew hazlitt,the bookcollector  a general survey of the pursuit and of those who have  engaged in it at home and abroad from the earliest period  to the present time,raw/28225/pg28225.txt.utf8
2378,35578,henry h meacham,the empty sleeve  or the life and hardships of henry h meacham in the union army,raw/35578/pg35578.txt.utf8
2379,33107,joel moody,junius unmasked  or thomas paine the author of the letters of junius and the declaration of independence,raw/33107/pg33107.txt.utf8
2380,22650,william morris,the defence of guenevere and other poems,raw/22650/pg22650.txt.utf8
2381,169,william morris,the well at the worlds end a tale,raw/169/pg169.txt.utf8
2382,2565,william morris,the story of the glittering plain  which has been also called the land of living men or the acre of the undying,raw/2565/pg2565.txt.utf8
2383,31319,charles lawrence peirson,balls bluff an episode and its consequences to some of us,raw/31319/pg31319.txt.utf8
2384,31910,john shipp,memoirs of the extraordinary military career of john shipp  late a lieut in his majestys 87th regiment,raw/31910/pg31910.txt.utf8
2385,20651,frank richard stockton,a jolly fellowship,raw/20651/pg20651.txt.utf8
2386,20836,frank richard stockton,tingaling,raw/20836/pg20836.txt.utf8
2387,28662,frank richard stockton,the squirrel inn,raw/28662/pg28662.txt.utf8
2388,17053,frank richard stockton,kate bonnet the romance of a pirates daughter,raw/17053/pg17053.txt.utf8
2389,42918,george p george putnam upton,the standard light operas  their plots and their music,raw/42918/pg42918.txt.utf8
2390,32248,george putnam upton,the standard cantatas their stories their music and their composers  a handbook,raw/32248/pg32248.txt.utf8
2391,38043,horace white,the life of lyman trumbull,raw/38043/pg38043.txt.utf8
2392,18592,john marshall,the life of george washington vol 2  commander in chief of the american forces during the war  which established the independence of his country and first  president of the united states,raw/18592/pg18592.txt.utf8
2393,18593,john marshall,the life of george washington vol 3  commander in chief of the american forces during the war  which established the independence of his country and first  president of the united states,raw/18593/pg18593.txt.utf8
2394,44875,michael scott,the cruise of the midge vol i of 2,raw/44875/pg44875.txt.utf8
2395,18770,samuel ward francis,a christmas story  man in his element or a new way to keep house,raw/18770/pg18770.txt.utf8
2396,33405,elisha gray,familiar talks on science worldbuilding and life earth air and water,raw/33405/pg33405.txt.utf8
2397,14472,walter showell,showells dictionary of birmingham  a history and guide arranged alphabetically,raw/14472/pg14472.txt.utf8
2398,28252,walter h walter henry mayson,violin making  the strad library no ix,raw/28252/pg28252.txt.utf8
2399,4065,simon newcomb,sidelights on astronomy and kindred fields of popular science,raw/4065/pg4065.txt.utf8
2400,5838,samuel langhorne clemens,sketches new and old part 3,raw/5838/pg5838.txt.utf8
2401,8526,samuel langhorne clemens,eves diary part 1,raw/8526/pg8526.txt.utf8
2402,7248,mark samuel clemens twain,a connecticut yankee in king arthurs court part 7,raw/7248/pg7248.txt.utf8
2403,7249,mark samuel clemens twain,a connecticut yankee in king arthurs court part 8,raw/7249/pg7249.txt.utf8
2404,7197,mark samuel clemens twain,the adventures of tom sawyer part 5,raw/7197/pg7197.txt.utf8
2405,7200,mark samuel clemens twain,the adventures of tom sawyer part 8,raw/7200/pg7200.txt.utf8
2406,1892,mark twain,extracts from adams diary translated from the original ms,raw/1892/pg1892.txt.utf8
2407,25937,alfred comyn lyall,studies in literature and history,raw/25937/pg25937.txt.utf8
2408,35394,alfred austin,the bridling of pegasus prose papers on poetry,raw/35394/pg35394.txt.utf8
2409,15572,albert venn dicey,a leap in the dark  a criticism of the principles of home rule as illustrated by the  bill of 1893,raw/15572/pg15572.txt.utf8
2410,43151,frances mary peard,cartouche,raw/43151/pg43151.txt.utf8
2411,10340,w o stoddard,dab kinzer  a story of a growing boy,raw/10340/pg10340.txt.utf8
2412,36989,charles f charles francis adams,some phases of sexual morality and church discipline in colonial new england,raw/36989/pg36989.txt.utf8
2413,41340,miss breddon,mount royal volume 2 of 3  a novel,raw/41340/pg41340.txt.utf8
2414,39790,andrew carnegie,an american fourinhand in britain,raw/39790/pg39790.txt.utf8
2415,17976,andrew carnegie,autobiography of andrew carnegie,raw/17976/pg17976.txt.utf8
2416,26131,andrew carnegie,james watt,raw/26131/pg26131.txt.utf8
2417,2084,butler cellarius,the way of all flesh,raw/2084/pg2084.txt.utf8
2418,36324,paul du chaillu,lost in the jungle  narrated for young people,raw/36324/pg36324.txt.utf8
2419,14750,jonathan prince cilley,bowdoin boys in labrador  an account of the bowdoin college scientific expedition to labrador led by prof leslie a lee of the biological department,raw/14750/pg14750.txt.utf8
2420,7243,samuel langhorne clemens,a connecticut yankee in king arthurs court part 2,raw/7243/pg7243.txt.utf8
2421,3172,samuel langhorne clemens,fenimore coopers literary offences,raw/3172/pg3172.txt.utf8
2422,5811,samuel langhorne clemens,following the equator a journey around the world part 4,raw/5811/pg5811.txt.utf8
2423,8481,samuel langhorne clemens,life on the mississippi part 11,raw/8481/pg8481.txt.utf8
2424,2572,samuel langhorne clemens,on the decay of the art of lying,raw/2572/pg2572.txt.utf8
2425,3198,samuel langhorne clemens,mark twains letters  volume 6 19071910,raw/3198/pg3198.txt.utf8
2426,3171,samuel langhorne clemens,in defence of harriet shelley,raw/3171/pg3171.txt.utf8
2427,7198,samuel langhorne clemens,the adventures of tom sawyer part 6,raw/7198/pg7198.txt.utf8
2428,1213,samuel langhorne clemens,the man that corrupted hadleyburg,raw/1213/pg1213.txt.utf8
2429,3180,samuel langhorne clemens,a double barrelled detective story,raw/3180/pg3180.txt.utf8
2430,5141,susan coolidge,what katy did at school,raw/5141/pg5141.txt.utf8
2431,27223,susan coolidge,eyebright a story,raw/27223/pg27223.txt.utf8
2432,28724,susan coolidge,in the high valley  being the fifth and last volume of the katy did series,raw/28724/pg28724.txt.utf8
2433,41796,j h craig,the brownie of bodsbeck and other tales vol ii of 2,raw/41796/pg41796.txt.utf8
2434,39776,j h craig,the three perils of man vol 1 of 3  or war women and witchcraft,raw/39776/pg39776.txt.utf8
2435,18352,charles a charles albert curtis,captured by the navajos,raw/18352/pg18352.txt.utf8
2436,27811,augusta j augusta jane evans,macaria,raw/27811/pg27811.txt.utf8
2437,14447,thomas erskine holland,letters to the times upon war and neutrality 18811920,raw/14447/pg14447.txt.utf8
2438,44447,tom hood,fairy realm a collection of the favourite old tales told in verse,raw/44447/pg44447.txt.utf8
2439,8685,henry hunt,memoirs of henry hunt esq  volume 1,raw/8685/pg8685.txt.utf8
2440,21960,caroline elliott hoogs jacobs,blue bonnets ranch party,raw/21960/pg21960.txt.utf8
2441,13806,thomas wallace knox,overland through asia pictures of siberian chinese and tartar  life,raw/13806/pg13806.txt.utf8
2442,43156,frances mary peard,unawares,raw/43156/pg43156.txt.utf8
2443,26916,theodore harding rand,songwaves,raw/26916/pg26916.txt.utf8
2444,7281,michael scott,tom cringles log,raw/7281/pg7281.txt.utf8
2445,29616,william osborn stoddard,two arrows  a story of red and white,raw/29616/pg29616.txt.utf8
2446,33897,william osborn stoddard,the red mustang,raw/33897/pg33897.txt.utf8
2447,10095,a g trent,the twilight of the gods and other tales,raw/10095/pg10095.txt.utf8
2448,3196,mark samuel clemens twain,mark twains letters  volume 4 18861900,raw/3196/pg3196.txt.utf8
2449,5690,mark samuel clemens twain,the innocents abroad  volume 03,raw/5690/pg5690.txt.utf8
2450,7194,mark samuel clemens twain,the adventures of tom sawyer part 2,raw/7194/pg7194.txt.utf8
2451,2431,mark samuel clemens twain,is shakespeare dead  from my autobiography,raw/2431/pg2431.txt.utf8
2452,7250,mark twain,a connecticut yankee in king arthurs court part 9,raw/7250/pg7250.txt.utf8
2453,8477,mark twain,life on the mississippi part 7,raw/8477/pg8477.txt.utf8
2454,7193,mark twain,the adventures of tom sawyer part 1,raw/7193/pg7193.txt.utf8
2455,3192,mark twain,the curious republic of gondour and other whimsical sketches,raw/3192/pg3192.txt.utf8
2456,7162,mark twain,the prince and the pauper part 9,raw/7162/pg7162.txt.utf8
2457,33930,susan archer talley weiss,the home life of poe,raw/33930/pg33930.txt.utf8
2458,10905,babington white,phantom fortune a novel,raw/10905/pg10905.txt.utf8
2459,17801,babington white,milly darrell,raw/17801/pg17801.txt.utf8
2460,35485,babington white,the doctors wife a novel,raw/35485/pg35485.txt.utf8
2461,36029,augusta evans wilson,a speckled bird,raw/36029/pg36029.txt.utf8
2462,17718,augusta evans wilson,infelice,raw/17718/pg17718.txt.utf8
2463,35186,sarah chauncey woolsey,a round dozen,raw/35186/pg35186.txt.utf8
2464,16768,william marsden,the history of sumatra  containing an account of the government laws customs and  manners of the native inhabitants,raw/16768/pg16768.txt.utf8
2465,24105,emily sarah holt,for the masters sake  a story of the days of queen mary,raw/24105/pg24105.txt.utf8
2466,2695,bret harte,jeff briggss love story,raw/2695/pg2695.txt.utf8
2467,1312,bret harte,selected stories of bret harte,raw/1312/pg1312.txt.utf8
2468,2459,bret harte,trents trust and other stories,raw/2459/pg2459.txt.utf8
2469,2692,francis bret harte,a protegee of jack hamlins and other stories,raw/2692/pg2692.txt.utf8
2470,2178,francis bret harte,by shore and sedge,raw/2178/pg2178.txt.utf8
2471,2277,francis bret harte,condensed novels,raw/2277/pg2277.txt.utf8
2472,2278,francis bret harte,condensed novels new burlesques,raw/2278/pg2278.txt.utf8
2473,2574,francis bret harte,on the frontier,raw/2574/pg2574.txt.utf8
2474,11356,thomas anderton,a tale of one city the new birmingham  papers reprinted from the midland counties herald,raw/11356/pg11356.txt.utf8
2475,33718,pardon elisha tillinghast,reminiscences of service with the twelfth rhode island volunteers and a memorial of col george h browne,raw/33718/pg33718.txt.utf8
2476,30668,thomas bailey aldrich,daisys necklace and what came of it,raw/30668/pg30668.txt.utf8
2477,36789,wilhelmine von hillern,a twofold life,raw/36789/pg36789.txt.utf8
2478,18860,mark vale,shadows of the stage,raw/18860/pg18860.txt.utf8
2479,12290,solomon washington gladden,the church and modern life,raw/12290/pg12290.txt.utf8
2480,16306,alexander whyte,jacob behmen an appreciation,raw/16306/pg16306.txt.utf8
2481,16892,alexander whyte,samuel rutherford and some of his correspondents,raw/16892/pg16892.txt.utf8
2482,19528,margaret blake alverson,sixty years of california song,raw/19528/pg19528.txt.utf8
2483,9447,holley josiah allens wife,samantha among the brethren  volume 5,raw/9447/pg9447.txt.utf8
2484,19768,francis ellingwood abbot,a public appeal for redress to the corporation and overseers of harvard university  professor royces libel,raw/19768/pg19768.txt.utf8
2485,17737,juliette adam,the schemes of the kaiser,raw/17737/pg17737.txt.utf8
2486,1861,t b thomas bailey aldrich,an old town by the sea,raw/1861/pg1861.txt.utf8
2487,23362,t b thomas bailey aldrich,mademoiselle olympe zabriski,raw/23362/pg23362.txt.utf8
2488,10318,edward baldwin,damon and delia a tale,raw/10318/pg10318.txt.utf8
2489,10597,edward baldwin,four early pamphlets,raw/10597/pg10597.txt.utf8
2490,9299,edward baldwin,italian letters vols i and ii  the history of the count de st julian,raw/9299/pg9299.txt.utf8
2491,16129,sir walter besant,in luck at last,raw/16129/pg16129.txt.utf8
2492,14191,walter besant,as we are and as we may be,raw/14191/pg14191.txt.utf8
2493,42125,walter besant,armorel of lyonesse  a romance of today,raw/42125/pg42125.txt.utf8
2494,11970,charlotte m brame,wife in name only,raw/11970/pg11970.txt.utf8
2495,18270,t j thomas john capel,confession and absolution,raw/18270/pg18270.txt.utf8
2496,20177,george colman,john bull  or the englishmans fireside a comedy in five acts,raw/20177/pg20177.txt.utf8
2497,13305,augustine david crake,alfgar the dane or the second chronicle of aescendune  a tale of the days of edmund ironside,raw/13305/pg13305.txt.utf8
2498,19138,thomas fillebrown,resonance in singing and speaking,raw/19138/pg19138.txt.utf8
2499,14248,e c eugene clarence gardner,homes and how to make them,raw/14248/pg14248.txt.utf8
2500,15678,e c eugene clarence gardner,the house that jill built  after jacks had proved a failure,raw/15678/pg15678.txt.utf8
2501,15370,w s william schwenck gilbert,bab ballads and savoy songs,raw/15370/pg15370.txt.utf8
2502,7082,william godwin,lives of the necromancers,raw/7082/pg7082.txt.utf8
2503,16199,william godwin,memoirs of the author of a vindication of the rights of woman,raw/16199/pg16199.txt.utf8
2504,25395,a j adoniram judson gordon,the ministry of the spirit,raw/25395/pg25395.txt.utf8
2505,8122,h l hanford lennox gordon,legends of the northwest,raw/8122/pg8122.txt.utf8
2506,10165,percy greg,across the zodiac  the story of a wrecked record,raw/10165/pg10165.txt.utf8
2507,8402,bret harte,east and west poems,raw/8402/pg8402.txt.utf8
2508,2886,bret harte,tales of the argonauts,raw/2886/pg2886.txt.utf8
2509,6373,bret harte,the luck of roaring camp and other tales  with condensed novels spanish and american legends and earlier papers,raw/6373/pg6373.txt.utf8
2510,2544,bret harte,from sand hill to pine,raw/2544/pg2544.txt.utf8
2511,2676,francis bret harte,the bellringer of angels and other stories,raw/2676/pg2676.txt.utf8
2512,2495,francis bret harte,susy a story of the plains,raw/2495/pg2495.txt.utf8
2513,36827,wilhelmine von hillern,the vulture maiden  die geierwally,raw/36827/pg36827.txt.utf8
2514,27962,emily sarah holt,one snowy night  long ago at oxford,raw/27962/pg27962.txt.utf8
2515,16047,jane ellice hopkins,the power of womanhood or mothers and sons  a book for parents and those in loco parentis,raw/16047/pg16047.txt.utf8
2516,3425,josiah allens wife,samantha at saratoga,raw/3425/pg3425.txt.utf8
2517,30190,holley josiah allens wife,around the world with josiah allens wife,raw/30190/pg30190.txt.utf8
2518,22100,joseph warren keifer,slavery and four years of war vol 12  a political history of slavery in the united states together  with a narrative of the campaigns and battles of the civil  war in which the author took part 18611865,raw/22100/pg22100.txt.utf8
2519,29534,andrew price morgan,the myxomycetes of the miami valley ohio,raw/29534/pg29534.txt.utf8
2520,6852,leopold sachermasoch,venus in furs,raw/6852/pg6852.txt.utf8
2521,6986,j dorman joel dorman steele,hygienic physiology  with special reference to the use of alcoholic drinks and narcotics,raw/6986/pg6986.txt.utf8
2522,36969,john levi underwood,the women of the confederacy,raw/36969/pg36969.txt.utf8
2523,41095,united states president,the journal of the debates in the convention which framed the constitution of the united states volume ii of 2,raw/41095/pg41095.txt.utf8
2524,27386,william p william phineas upham,house of john procter witchcraft martyr 1692,raw/27386/pg27386.txt.utf8
2525,18840,w h william henry venable,a dream of empire  or the house of blennerhassett,raw/18840/pg18840.txt.utf8
2526,18002,annie l walker,a canadian heroine volume 1  a novel,raw/18002/pg18002.txt.utf8
2527,1886,alexander whyte,bunyan characters 2nd series,raw/1886/pg1886.txt.utf8
2528,25647,florence wilford,holiday tales,raw/25647/pg25647.txt.utf8
2529,29343,james maurice wilson,three addresses to girls at school,raw/29343/pg29343.txt.utf8
2530,20812,john richard green,history of the english people volume iii  the parliament 13991461 the  monarchy 14611540,raw/20812/pg20812.txt.utf8
2531,25261,john richard green,history of the english people volume vii  the revolution 16831760 modern england 17601767,raw/25261/pg25261.txt.utf8
2532,5530,georg moritz ebers,a thorny path  volume 01,raw/5530/pg5530.txt.utf8
2533,5575,georg moritz ebers,a word only a word  volume 04,raw/5575/pg5575.txt.utf8
2534,5546,georg moritz ebers,in the fire of the forge a romance of old nuremberg  volume 04,raw/5546/pg5546.txt.utf8
2535,7542,georg moritz ebers,quotes and images from the novels of georg ebers,raw/7542/pg7542.txt.utf8
2536,5528,georg moritz ebers,the bride of the nile  volume 12,raw/5528/pg5528.txt.utf8
2537,5580,georg moritz ebers,the burgomasters wife  volume 03,raw/5580/pg5580.txt.utf8
2538,5582,georg moritz ebers,the burgomasters wife  volume 05,raw/5582/pg5582.txt.utf8
2539,5486,georg moritz ebers,the emperor  volume 04,raw/5486/pg5486.txt.utf8
2540,5591,georg moritz ebers,the nuts a christmas story for my children and grandchildren,raw/5591/pg5591.txt.utf8
2541,5593,georg moritz ebers,the story of my life  volume 01,raw/5593/pg5593.txt.utf8
2542,5565,georg ebers,barbara blomberg  volume 05,raw/5565/pg5565.txt.utf8
2543,5553,georg ebers,margery gred a tale of old nuremberg  volume 02,raw/5553/pg5553.txt.utf8
2544,5556,georg ebers,margery gred a tale of old nuremberg  volume 05,raw/5556/pg5556.txt.utf8
2545,5579,georg ebers,the burgomasters wife  volume 02,raw/5579/pg5579.txt.utf8
2546,5485,georg ebers,the emperor  volume 03,raw/5485/pg5485.txt.utf8
2547,5595,georg ebers,the story of my life  volume 03,raw/5595/pg5595.txt.utf8
2548,19335,halsey old sleuth,oscar the detective or dudie dunne the exquisite detective,raw/19335/pg19335.txt.utf8
2549,1082,nathaniel holmes bishop,voyage of the paper canoe  a geographical journey of 2500 miles from quebec to the gulf of mexico during the years 18745,raw/1082/pg1082.txt.utf8
2550,6427,arthur gilman,the story of rome from the earliest times to the end of the republic,raw/6427/pg6427.txt.utf8
2551,18782,thomas maitland,studies in song a century of roundels sonnets on english dramatic poets the heptalogia etc  from swinburnes poems volume v,raw/18782/pg18782.txt.utf8
2552,18210,algernon charles swinburne,the heptalogia,raw/18210/pg18210.txt.utf8
2553,29444,amos emerson dolbear,the machinery of the universe mechanical conceptions of physical phenomena,raw/29444/pg29444.txt.utf8
2554,25764,john m john mullin batten,reminiscences of two years in the united states navy,raw/25764/pg25764.txt.utf8
2555,13015,algernon bertram freemanmitford,tales of old japan,raw/13015/pg13015.txt.utf8
2556,3374,w d william dean howells,the entire march family trilogy,raw/3374/pg3374.txt.utf8
2557,22219,w d william dean howells,the flight of pony baker  a boys town story,raw/22219/pg22219.txt.utf8
2558,3386,william d william dean howells,the editors relations with the young contributor from literature and life,raw/3386/pg3386.txt.utf8
2559,25383,william dean howells,boy life  stories and readings selected from the works of william dean howells,raw/25383/pg25383.txt.utf8
2560,3375,william dean howells,the landlord at lions head  volume 1,raw/3375/pg3375.txt.utf8
2561,31292,john burroughs,a year in the fields,raw/31292/pg31292.txt.utf8
2562,3163,john burroughs,birds and bees sharp eyes and other papers,raw/3163/pg3163.txt.utf8
2563,5706,john burroughs,time and change,raw/5706/pg5706.txt.utf8
2564,11088,alfred ainger,english men of letters crabbe,raw/11088/pg11088.txt.utf8
2565,25582,seth curtis beach,daughters of the puritans  a group of brief biographies,raw/25582/pg25582.txt.utf8
2566,40604,samuel greene wheeler sgw benjamin,art in america  a critical and historial sketch,raw/40604/pg40604.txt.utf8
2567,38352,d g daniel garrison brinton,the ancient phonetic alphabet of yucatan,raw/38352/pg38352.txt.utf8
2568,31351,daniel g daniel garrison brinton,a record of study in aboriginal american languages,raw/31351/pg31351.txt.utf8
2569,33053,john burroughs,camping  tramping with roosevelt,raw/33053/pg33053.txt.utf8
2570,14108,john burroughs,in the catskills selections from the writings of john burroughs,raw/14108/pg14108.txt.utf8
2571,24388,john burroughs,squirrels and other furbearers,raw/24388/pg24388.txt.utf8
2572,30249,john burroughs,ways of nature,raw/30249/pg30249.txt.utf8
2573,4279,john burroughs,winter sunshine,raw/4279/pg4279.txt.utf8
2574,34097,florence caddy,household organization,raw/34097/pg34097.txt.utf8
2575,24605,joseph horatio chant,gleams of sunshine  optimistic poems,raw/24605/pg24605.txt.utf8
2576,14137,grover cleveland,a compilation of the messages and papers of the presidents  volume 8 part 2 grover cleveland,raw/14137/pg14137.txt.utf8
2577,15863,grover cleveland,a compilation of the messages and papers of the presidents  volume 8 part 3 grover cleveland first term,raw/15863/pg15863.txt.utf8
2578,21838,ernest daudet,which or between two women,raw/21838/pg21838.txt.utf8
2579,33154,a e amos emerson dolbear,the telephone  an account of the phenomena of electricity magnetism and sound as involved in its action,raw/33154/pg33154.txt.utf8
2580,9847,edwin durninglawrence,bacon is shakespeare  together with a reprint of bacons promus of formularies and elegancies,raw/9847/pg9847.txt.utf8
2581,5477,georg moritz ebers,cleopatra  volume 05,raw/5477/pg5477.txt.utf8
2582,5587,georg moritz ebers,in the blue pike  complete,raw/5587/pg5587.txt.utf8
2583,5549,georg moritz ebers,in the fire of the forge a romance of old nuremberg  volume 07,raw/5549/pg5549.txt.utf8
2584,5558,georg moritz ebers,margery gred a tale of old nuremberg  volume 07,raw/5558/pg5558.txt.utf8
2585,5534,georg moritz ebers,a thorny path  volume 05,raw/5534/pg5534.txt.utf8
2586,5573,georg moritz ebers,a word only a word  volume 02,raw/5573/pg5573.txt.utf8
2587,5561,georg moritz ebers,barbara blomberg  volume 01,raw/5561/pg5561.txt.utf8
2588,5478,georg moritz ebers,cleopatra  volume 06,raw/5478/pg5478.txt.utf8
2589,6126,georg moritz ebers,quotations from georg ebers,raw/6126/pg6126.txt.utf8
2590,5503,georg moritz ebers,serapis  volume 03,raw/5503/pg5503.txt.utf8
2591,5518,georg moritz ebers,the bride of the nile  volume 02,raw/5518/pg5518.txt.utf8
2592,5581,georg moritz ebers,the burgomasters wife  volume 04,raw/5581/pg5581.txt.utf8
2593,5599,georg moritz ebers,the story of my life  complete,raw/5599/pg5599.txt.utf8
2594,5444,georg moritz ebers,uarda  a romance of ancient egypt  volume 06,raw/5444/pg5444.txt.utf8
2595,5531,georg ebers,a thorny path  volume 02,raw/5531/pg5531.txt.utf8
2596,5514,georg ebers,arachne  volume 07,raw/5514/pg5514.txt.utf8
2597,5475,georg ebers,cleopatra  volume 03,raw/5475/pg5475.txt.utf8
2598,5495,georg ebers,homo sum  volume 02,raw/5495/pg5495.txt.utf8
2599,5505,georg ebers,serapis  volume 05,raw/5505/pg5505.txt.utf8
2600,5521,georg ebers,the bride of the nile  volume 05,raw/5521/pg5521.txt.utf8
2601,5578,georg ebers,the burgomasters wife  volume 01,raw/5578/pg5578.txt.utf8
2602,5590,georg ebers,the greylock a fairy tale,raw/5590/pg5590.txt.utf8
2603,5466,georg ebers,the sisters  complete,raw/5466/pg5466.txt.utf8
2604,5461,georg ebers,the sisters  volume 1,raw/5461/pg5461.txt.utf8
2605,5538,georg ebers,a thorny path  volume 09,raw/5538/pg5538.txt.utf8
2606,5540,georg ebers,a thorny path  volume 11,raw/5540/pg5540.txt.utf8
2607,5450,georg ebers,an egyptian princess  volume 01,raw/5450/pg5450.txt.utf8
2608,5510,georg ebers,arachne  volume 03,raw/5510/pg5510.txt.utf8
2609,5513,georg ebers,arachne  volume 06,raw/5513/pg5513.txt.utf8
2610,5479,georg ebers,cleopatra  volume 07,raw/5479/pg5479.txt.utf8
2611,5497,georg ebers,homo sum  volume 04,raw/5497/pg5497.txt.utf8
2612,5469,georg ebers,joshua  volume 3,raw/5469/pg5469.txt.utf8
2613,5522,georg ebers,the bride of the nile  volume 06,raw/5522/pg5522.txt.utf8
2614,5448,georg ebers,uarda  a romance of ancient egypt  volume 10,raw/5448/pg5448.txt.utf8
2615,15099,edward eggleston,the hoosier schoolmaster a story of backwoods life in indiana,raw/15099/pg15099.txt.utf8
2616,12195,edward eggleston,the mystery of metropolisville,raw/12195/pg12195.txt.utf8
2617,34498,charles wesley emerson,evolution of expression volume 2revised  a compilation of selections illustrating the four stages of development in art as applied to oratory twentyeighth edition,raw/34498/pg34498.txt.utf8
2618,23180,augustus allen hayes,the denver express  from belgravia for january 1884,raw/23180/pg23180.txt.utf8
2619,9940,edwin hodder,life in london  or the pitfalls of a great city,raw/9940/pg9940.txt.utf8
2620,728,w d william dean howells,emile zola,raw/728/pg728.txt.utf8
2621,7364,w d william dean howells,the albany depot  a farce,raw/7364/pg7364.txt.utf8
2622,7311,w d william dean howells,the leatherwood god,raw/7311/pg7311.txt.utf8
2623,3394,w d william dean howells,the white mr longfellow from literary friends and acquaintance,raw/3394/pg3394.txt.utf8
2624,4600,w d william dean howells,a hazard of new fortunes  complete,raw/4600/pg4600.txt.utf8
2625,3404,w d william dean howells,april hopes,raw/3404/pg3404.txt.utf8
2626,154,w d william dean howells,the rise of silas lapham,raw/154/pg154.txt.utf8
2627,30108,william d william dean howells,the quality of mercy,raw/30108/pg30108.txt.utf8
2628,4646,william d william dean howells,their silver wedding journey  complete,raw/4646/pg4646.txt.utf8
2629,3395,william d william dean howells,oliver wendell holmes from literary friends and acquaintance,raw/3395/pg3395.txt.utf8
2630,8449,william d william dean howells,a traveler from altruria romance,raw/8449/pg8449.txt.utf8
2631,8295,william dean howells,through the eye of the needle a romance,raw/8295/pg8295.txt.utf8
2632,3406,william dean howells,ragged lady  volume 2,raw/3406/pg3406.txt.utf8
2633,12100,william dean howells,between the dark and the daylight,raw/12100/pg12100.txt.utf8
2634,7546,william dean howells,quotes and images from the works of william dean howells,raw/7546/pg7546.txt.utf8
2635,35402,a c algernon charles maitland,poems  ballads first series,raw/35402/pg35402.txt.utf8
2636,18524,thomas maitland,a dark month  from swinburnes collected poetical works vol v,raw/18524/pg18524.txt.utf8
2637,21340,cincinnatus hiner miller,the little gold miners of the sierras and other stories,raw/21340/pg21340.txt.utf8
2638,24006,cincinnatus hiner miller,shadows of shasta,raw/24006/pg24006.txt.utf8
2639,27316,dwight lyman moody,that gospel sermon on the blessed hope,raw/27316/pg27316.txt.utf8
2640,26155,tony pastor,two wonderful detectives or jack and gils marvelous skill,raw/26155/pg26155.txt.utf8
2641,19929,tony pastor,cad metti the female detective strategist or dudie dunne again in the field,raw/19929/pg19929.txt.utf8
2642,23058,alexander poushkin,the queen of spades,raw/23058/pg23058.txt.utf8
2643,31974,alanson m randol,last days of the rebellion  the second new york cavalry harris light at appomattox station and appomattox court house april 8 and 9 1865,raw/31974/pg31974.txt.utf8
2644,26064,whitelaw reid,problems of expansion  as considered in papers and addresses,raw/26064/pg26064.txt.utf8
2645,9097,henry martyn robert,roberts rules of order  pocket manual of rules of order for deliberative assemblies,raw/9097/pg9097.txt.utf8
2646,27485,francis asbury smith,the critics versus shakspere  a brief for the defendant,raw/27485/pg27485.txt.utf8
2647,32650,hampton sidney thomas,some personal reminiscences of service in the cavalry of the army of the potomac,raw/32650/pg32650.txt.utf8
2648,6627,e p edward payson roe,barriers burned away,raw/6627/pg6627.txt.utf8
2649,24530,clara doty bates,on the tree top,raw/24530/pg24530.txt.utf8
2650,17712,thomas gwyn elger,the moon  a full description and map of its principal physical features,raw/17712/pg17712.txt.utf8
2651,9460,archibald forbes,camps quarters and casual places,raw/9460/pg9460.txt.utf8
2652,6594,william h william henry gilder,schwatkas search sledging in the arctic in quest of the franklin records,raw/6594/pg6594.txt.utf8
2653,35815,george cox,the international auxiliary language esperanto  grammar and commentary,raw/35815/pg35815.txt.utf8
2654,40046,william n tyler,the dispatch carrier and memoirs of andersonville prison,raw/40046/pg40046.txt.utf8
2655,34480,catherine boott wells,campobello an historical sketch,raw/34480/pg34480.txt.utf8
2656,36731,m y halidom,tales of the wonder club volume iii,raw/36731/pg36731.txt.utf8
2657,11673,john muir,stickeen,raw/11673/pg11673.txt.utf8
2658,10012,john muir,the mountains of california,raw/10012/pg10012.txt.utf8
2659,37148,f hopkinson francis hopkinson smith,the other fellow,raw/37148/pg37148.txt.utf8
2660,27741,francis hopkinson smith,colonel carters christmas and the romance of an oldfashioned gentleman,raw/27741/pg27741.txt.utf8
2661,41284,francis hopkinson smith,the armchair at the inn,raw/41284/pg41284.txt.utf8
